IDs,Proportions,T,logV
"[453, 937]","[0.45, 0.55]",298.15,-0.0756318836838188
"[721, 1010]","[0.9, 0.1]",323.15,0.3988890042237047
"[689, 944]","[0.5, 0.5]",305.65,0.4147319562201967
"[901, 966]","[0.6, 0.4]",298.15,0.2354806006898535
"[804, 961]","[0.9, 0.1]",298.15,0.3156024653065729
"[247, 872]","[0.6, 0.4]",305.65,0.0785228405172238
[912],[1.0],303.15,0.6483600109809317
"[555, 890]","[0.3, 0.7]",298.15,0.1219915749639449
"[86, 938]","[0.5, 0.5]",303.15,-0.2317994284956233
"[453, 898]","[0.64, 0.36]",298.15,-0.0279929671852201
"[961, 1037]","[0.79, 0.21]",323.15,0.9825692829840988
"[786, 843]","[0.3, 0.7]",308.0,0.1911496427065959
"[81, 992]","[0.9, 0.1]",308.15,-0.0053358936746556
"[9, 981]","[0.3, 0.7]",303.15,-0.1458438380999826
"[1369, 933]","[0.93, 0.07]",313.25,-0.2887176835783847
[863],[1.0],303.15,0.2330973285108225
"[966, 890, 81]","[0.5283, 0.3817, 0.09000000000000008]",298.15,0.2430380486862944
"[70, 599, 645, 578]","[0.6681, 0.0331, 0.0162, 0.28259999999999996]",318.15,0.0937017848055485
"[70, 928]","[0.1, 0.9]",316.25,-0.3223924895655914
"[22, 745]","[0.9, 0.1]",298.15,-0.0624688097625282
"[303, 578]","[0.1, 0.9]",301.483,-0.1395842661946306
"[903, 961]","[0.5, 0.5]",311.9,0.5172362539736652
"[70, 75, 988]","[0.0994, 0.4015, 0.4991]",298.15,-0.043927663004817
"[634, 933]","[0.76, 0.24]",303.55,0.1022172666947604
"[667, 721]","[0.4, 0.6]",298.15,0.2199073557208095
[490],[1.0],298.0,1.5550981073100163
"[804, 1377]","[0.1, 0.9]",303.15,-0.1011037357345835
"[614, 676]","[0.1, 0.9]",298.15,0.2395497208404731
"[68, 331]","[0.6, 0.4]",303.15,0.0172348179654445
"[578, 793]","[0.2, 0.8]",310.65,0.279026171799305
"[618, 784]","[0.27, 0.73]",308.15,-0.2784381054740691
"[923, 937]","[0.72, 0.28]",298.15,-0.2294280370943364
"[685, 695]","[0.68, 0.32]",318.15,0.7919077441451676
"[233, 981]","[0.44, 0.56]",323.15,-0.2807241323194616
"[862, 944]","[0.74, 0.26]",303.15,-0.3471435232529107
"[307, 961]","[0.9, 0.1]",313.15,0.4054237926318342
"[273, 933]","[0.2, 0.8]",301.9,-0.1561770806657452
"[528, 850]","[0.4, 0.6]",298.15,0.3628413036111543
[667],[1.0],308.983,0.0625872007845128
"[685, 701]","[0.87, 0.13]",318.15,0.8106576906574413
"[741, 1054]","[0.3, 0.7]",298.15,-0.2776545940324288
[645],[1.0],303.15,-0.1018235165023234
"[86, 759]","[0.5, 0.5]",303.15,-0.1078907995583541
"[721, 928]","[0.4, 0.6]",313.15,-0.0896157691089877
"[330, 897]","[0.79, 0.21]",299.817,-0.0002639062527064
"[340, 765]","[0.6, 0.4]",303.15,-0.0820408143170818
"[340, 928]","[0.68, 0.32]",298.15,-0.1986975278457917
"[645, 895]","[0.83, 0.17]",298.15,-0.0649417464396827
"[578, 599]","[0.5, 0.5]",298.0,-0.4604126235408964
"[340, 804]","[0.6, 0.4]",315.65,-0.1917781958960251
"[679, 933, 981]","[0.1484, 0.6257, 0.2259]",298.15,0.0456017142021568
"[645, 1202]","[0.1, 0.9]",308.15,0.1812379228251437
"[144, 981]","[0.4, 0.6]",305.65,-0.2303451835779975
"[70, 578]","[0.2, 0.8]",323.15,-0.5754154783998552
"[534, 679]","[0.6, 0.4]",313.15,0.1206778278063383
"[741, 1386]","[0.3, 0.7]",305.65,0.3481207284847237
"[76, 330]","[0.5, 0.5]",318.15,-0.2006669469701076
"[416, 529]","[0.8, 0.2]",308.15,-0.157427566544413
"[645, 910]","[0.3, 0.7]",298.15,-0.0785604957322002
"[924, 961]","[0.651, 0.349]",311.65,0.1192960617553667
"[756, 961]","[0.6, 0.4]",310.65,-0.0684354291597813
"[420, 1018]","[0.6, 0.4]",298.15,-0.1843657857208238
"[1375, 901]","[0.7, 0.3]",295.65,-0.1787167888980821
"[689, 890]","[0.8, 0.2]",308.15,0.7807731249437956
"[890, 950]","[0.2, 0.8]",315.65,0.1601404741651041
"[555, 1324]","[0.6, 0.4]",305.65,0.7051413312673857
"[618, 928]","[0.9, 0.1]",303.15,-0.3194281104644284
"[213, 618]","[0.8, 0.2]",306.483,-0.257946106310339
"[672, 741]","[0.8, 0.2]",310.65,0.3376838243597205
[247],[1.0],323.15,0.0214787322575272
"[786, 843]","[0.4, 0.6]",308.0,0.2074344624134603
"[247, 858]","[0.15, 0.85]",308.15,-0.1273135037132216
"[786, 849]","[0.8, 0.2]",308.0,0.3282873438513118
"[894, 906]","[0.7, 0.3]",298.15,0.1464012356374688
"[910, 957]","[0.9, 0.1]",303.15,-0.0273344077338891
"[599, 618, 659, 1401]","[0.1679, 0.5003, 0.1067, 0.22510000000000008]",298.15,-0.1328862201680228
"[511, 618]","[0.84, 0.16]",303.15,-0.3143669979312949
"[756, 898]","[0.5, 0.5]",303.15,-0.3404782802712344
"[689, 870]","[0.43, 0.57]",303.15,0.1829813975423755
"[270, 745]","[0.6, 0.4]",298.15,0.0247061143527864
"[365, 887]","[0.8, 0.2]",308.15,1.1324038063906892
"[439, 961]","[0.2, 0.8]",298.16,0.5921766852898164
"[440, 759]","[0.1, 0.9]",308.15,0.06733044489604
"[81, 599]","[0.5, 0.5]",313.15,-0.3233256455196013
"[330, 850]","[0.3, 0.7]",298.15,0.120831616853973
"[765, 858]","[0.9, 0.1]",306.9,0.2462791017827858
"[330, 986]","[0.3, 0.7]",308.983,1.14543421212662
[1390],[1.0],315.65,0.5197308552421335
"[529, 966]","[0.2, 0.8]",308.15,0.1691316086622427
"[850, 963]","[0.4, 0.6]",298.15,0.1133836796168805
"[850, 937]","[0.7, 0.3]",298.15,-0.0623215388492631
"[910, 920]","[0.8, 0.2]",298.15,-0.0347210357553165
"[70, 765]","[0.3509, 0.6491]",308.15,0.0346284566253203
"[86, 928]","[0.4, 0.6]",303.15,-0.2870420702873624
"[890, 850, 961]","[0.5681, 0.1942, 0.2376999999999999]",303.15,-0.0241450410089722
"[70, 882]","[0.7, 0.3]",318.15,-0.1126959277987453
"[578, 863]","[0.2, 0.8]",305.65,-0.0186242871151236
"[529, 645]","[0.9, 0.1]",298.15,0.3473976961002856
"[920, 1386]","[0.8, 0.2]",305.65,-0.1747420734415835
"[3, 982]","[0.5, 0.5]",305.65,0.176720955231772
"[850, 1390]","[0.4, 0.6]",318.15,0.2821269488081444
"[9, 933]","[0.1, 0.9]",303.15,-0.1429152913506897
"[492, 765]","[0.7, 0.3]",312.15,0.9573326592256312
"[701, 851]","[0.4, 0.6]",303.15,0.3098071109839307
"[618, 721]","[0.8, 0.2]",303.15,-0.2398516217574286
"[667, 895]","[0.38, 0.62]",298.15,0.1341464630738916
"[135, 219]","[0.7, 0.3]",305.65,-0.4328320756382416
"[777, 1000]","[0.3, 0.7]",303.15,0.4225434377835838
"[959, 1018]","[0.4, 0.6]",313.15,0.1799327446244513
"[578, 1027]","[0.6, 0.4]",303.15,-0.2632493670753419
"[868, 981]","[0.4, 0.6]",310.65,-0.1876083949990583
"[1375, 904]","[0.49, 0.51]",298.15,0.4861133931363475
"[219, 944]","[0.7, 0.3]",308.15,-0.3743688207298379
"[759, 786]","[0.9, 0.1]",303.15,0.0956478049089156
"[933, 936]","[0.502, 0.498]",303.15,-0.2042589791308255
"[721, 954]","[0.24, 0.76]",303.15,0.669281191072102
[910],[1.0],308.15,-0.0673330215801731
"[578, 944, 721]","[0.3755, 0.1695, 0.45499999999999996]",323.15,-0.2088709992727138
"[594, 667]","[0.9, 0.1]",298.15,0.5852211284752393
"[901, 974]","[0.6, 0.4]",308.15,0.4507684181856521
"[416, 918]","[0.7, 0.3]",303.15,-0.2303688380518732
"[95, 996]","[0.3, 0.7]",308.15,0.1300880649772814
"[1291, 981]","[0.4, 0.6]",303.15,-0.1274334056006903
"[273, 578]","[0.94, 0.06]",298.15,-0.5027506847727532
"[81, 850]","[0.1, 0.9]",308.15,-0.0313735115045252
"[3, 695]","[0.4, 0.6]",303.15,0.6436380832668851
"[219, 863]","[0.6, 0.4]",303.15,-0.167713311301934
"[528, 850]","[0.9, 0.1]",298.15,0.6669292974348048
"[956, 961]","[0.8, 0.2]",310.038,1.0473542446001969
"[232, 365]","[0.38, 0.62]",308.15,0.6918984546791429
"[804, 950]","[0.7, 0.3]",315.65,0.1671911486967447
"[200, 859]","[0.3, 0.7]",308.15,0.0081623781007885
"[348, 618]","[0.8, 0.2]",303.15,-0.210595550368505
"[618, 897]","[0.6, 0.4]",308.15,-0.3896516440470206
"[474, 961]","[0.02, 0.98]",323.15,0.1218879851036811
"[420, 765]","[0.15, 0.85]",305.65,0.1599078123924782
"[219, 914]","[0.3, 0.7]",313.107,-0.0238182086692027
"[850, 932]","[0.8, 0.2]",298.15,-0.002581861878908
"[765, 1006]","[0.25, 0.75]",293.15,0.3957743945237273
"[763, 804]","[0.2, 0.8]",313.15,0.0856521121781005
"[508, 918]","[0.8, 0.2]",308.15,-0.3363349051680401
"[839, 862]","[0.8, 0.2]",298.15,-0.2787835764943027
"[667, 857]","[0.7, 0.3]",303.15,0.0271253677665919
"[923, 71, 645]","[0.5063, 0.3909, 0.1028]",313.15,-0.1720494716973697
"[804, 870]","[0.5, 0.5]",303.15,-0.1146615084039648
"[618, 689]","[0.74, 0.26]",298.15,0.0198894235669233
"[312, 897]","[0.5, 0.5]",303.15,-0.4449921709205514
"[845, 848]","[0.8, 0.2]",318.15,0.1974463986414451
"[75, 937]","[0.3, 0.7]",303.15,-0.2276345771200602
"[924, 981]","[0.9, 0.1]",313.0,-0.1859699840106539
"[75, 920]","[0.81, 0.19]",303.15,-0.315667037124489
"[66, 416]","[0.1, 0.9]",305.65,-0.1261875722504419
"[453, 1021]","[0.3, 0.7]",305.65,-0.0764565022744212
"[804, 712, 695, 685]","[0.2542, 0.2555, 0.2455, 0.2449]",293.15,0.9414965252453078
"[273, 330]","[0.4, 0.6]",298.15,-0.1963589004974363
"[890, 974]","[0.8, 0.2]",304.4,0.0419455517763158
"[721, 756]","[0.2, 0.8]",313.15,-0.2045856732527916
"[529, 676]","[0.3, 0.7]",308.15,0.1964706542654032
"[232, 887]","[0.87, 0.13]",308.15,-0.0392854892496033
"[804, 856]","[0.2, 0.8]",308.983,0.2377489305194423
"[233, 884]","[0.8, 0.2]",323.15,1.2648635545868447
"[701, 979]","[0.6, 0.4]",308.15,0.472413785751845
"[331, 850]","[0.1, 0.9]",303.15,-0.0952856346532763
"[392, 970]","[0.4, 0.6]",318.15,1.996301112172878
"[219, 898]","[0.2, 0.8]",303.15,-0.4581677091369304
"[804, 928]","[0.5, 0.5]",303.15,-0.1343513240827993
"[930, 961]","[0.54, 0.46]",313.15,-0.0400428725857855
"[481, 667]","[0.2, 0.8]",308.15,0.0238246660163326
"[851, 928]","[0.7, 0.3]",313.15,-0.0083792700252946
"[197, 920]","[0.55, 0.45]",308.15,-0.3590986121206071
"[882, 960]","[0.1, 0.9]",313.15,0.353139915637602
"[667, 812]","[0.85, 0.15]",308.15,0.0611385866561797
"[453, 890]","[0.45, 0.55]",298.15,0.3263089374656663
"[933, 934]","[0.9, 0.1]",300.65,-0.0636462503894315
"[634, 933]","[0.86, 0.14]",303.55,0.1199118581493239
"[348, 928]","[0.7, 0.3]",303.15,-0.1628259538786615
"[1369, 981]","[0.9, 0.1]",308.15,-0.291070716322495
"[70, 75, 988]","[0.0989, 0.6996, 0.2015]",313.15,-0.2757241303992109
"[635, 935]","[0.7, 0.3]",303.15,-0.1402523777844786
"[247, 330]","[0.4, 0.6]",298.15,0.1311330211763308
"[689, 928]","[0.9, 0.1]",305.65,0.8391577658221291
"[898, 936]","[0.7, 0.3]",303.15,-0.3744257047206306
"[850, 1008]","[0.7, 0.3]",318.15,0.379482000244501
"[330, 933]","[0.9, 0.1]",313.15,0.0695269922026915
"[923, 1225]","[0.62, 0.38]",300.65,-0.2048260246621265
"[645, 765]","[0.4, 0.6]",298.15,0.090858632150356
"[64, 920]","[0.7, 0.3]",305.65,0.2151853301353913
"[233, 961]","[0.1, 0.9]",323.15,-0.1065358672572349
"[954, 961]","[0.9, 0.1]",313.15,0.6082827157219401
"[9, 933]","[0.8, 0.2]",308.0,-0.0349968675472514
"[273, 1248]","[0.9, 0.1]",298.15,-0.4277540650622012
"[330, 819]","[0.08, 0.92]",298.15,0.3599934918123141
"[529, 950]","[0.7, 0.3]",310.65,0.3426628841839794
"[343, 862]","[0.2, 0.8]",303.15,-0.2109388359353816
"[701, 898]","[0.5, 0.5]",305.65,0.1182992472026022
"[454, 981]","[0.2, 0.8]",303.15,-0.2925615876797255
"[457, 890]","[0.2, 0.8]",298.15,0.0674914991093614
"[863, 1324]","[0.8, 0.2]",298.15,0.5940763571280677
"[862, 938]","[0.7, 0.3]",303.15,-0.3206412659942377
"[895, 70, 721]","[0.0893, 0.3588, 0.5519]",303.15,0.1859668927678414
"[510, 1016]","[0.4, 0.6]",293.15,0.3472481849015142
"[578, 850]","[0.8, 0.2]",298.15,-0.4911121022670985
[804],[1.0],308.0,0.1669653371983286
"[928, 944, 721]","[0.596, 0.3531, 0.050899999999999945]",323.15,-0.3081231774406687
"[950, 961]","[0.9, 0.1]",315.65,0.2857729765578534
"[474, 1369]","[0.51, 0.49]",308.15,-0.1575775373025736
"[647, 804]","[0.9, 0.1]",306.15,0.2443774795589007
"[416, 667]","[0.7, 0.3]",306.483,-0.1010984045248948
"[933, 936]","[0.61, 0.39]",311.15,-0.2004600901950128
"[952, 974]","[0.2, 0.8]",303.15,1.3571039177562705
"[511, 618]","[0.79, 0.21]",293.15,-0.2681410606815947
"[769, 804]","[0.8, 0.2]",308.983,0.3497014001175118
"[786, 879]","[0.4, 0.6]",308.0,0.1152869111062719
"[508, 920]","[0.8, 0.2]",308.15,-0.344178502151049
"[882, 961]","[0.4, 0.6]",315.65,0.4265360031176294
"[232, 961]","[0.7, 0.3]",298.155,0.203545638282769
"[435, 914]","[0.9, 0.1]",313.15,-0.3851364349930978
[973],[1.0],313.15,0.2719313206633693
"[578, 853]","[0.6, 0.4]",303.15,-0.4840691647895301
"[860, 914]","[0.8, 0.2]",303.15,0.4718923019967403
"[879, 976]","[0.1, 0.9]",313.35,0.6475053858389261
[1386],[1.0],308.15,0.3868555291847242
"[850, 924]","[0.2, 0.8]",298.15,-0.013258433998459
"[599, 793]","[0.9, 0.1]",300.65,-0.3010042571249219
"[236, 920]","[0.8, 0.2]",308.15,-0.3436518817724828
[943],[1.0],298.0,0.0141904054970249
"[618, 857]","[0.1, 0.9]",303.15,-0.0544260466888691
"[86, 786]","[0.66, 0.34]",298.15,-0.0534009578045137
"[906, 961]","[0.51, 0.49]",298.15,0.6142849096378186
"[413, 765]","[0.6, 0.4]",295.65,-0.1304962444928486
[115],[1.0],298.0,-0.0511970862652904
"[348, 804]","[0.06, 0.94]",298.15,0.251181998073769
"[1364, 1022]","[0.3, 0.7]",308.15,-0.1371510671555944
"[416, 474]","[0.9, 0.1]",308.15,-0.1779938020653421
"[416, 677]","[0.4, 0.6]",318.15,0.2208996168654957
"[240, 1005]","[0.6, 0.4]",308.15,-0.1944104274812167
"[330, 1324]","[0.2, 0.8]",306.483,1.1403184235336556
"[529, 966]","[0.3, 0.7]",308.15,0.1499657218837224
"[695, 981]","[0.2, 0.8]",308.15,-0.06826361918109
"[804, 1032, 872]","[0.3997, 0.39979999999999993, 0.2005]",308.15,0.0299921753778474
"[458, 712]","[0.4, 0.6]",308.15,0.1323633995187207
"[712, 937]","[0.79, 0.21]",298.15,0.5699214948968709
"[676, 814]","[0.77, 0.23]",298.15,0.1931478286992367
"[720, 901]","[0.1, 0.9]",308.15,0.1385815193817555
"[885, 890]","[0.3, 0.7]",298.15,0.1603963764317011
"[79, 416]","[0.1, 0.9]",308.15,-0.1531113381821589
"[867, 1291]","[0.9, 0.1]",298.15,-0.1299895041927422
"[924, 981]","[0.8, 0.2]",313.0,-0.201904125556461
"[1402, 890, 850]","[0.3794, 0.4157, 0.20489999999999997]",298.15,-0.1458926128705572
"[890, 1008]","[0.3, 0.7]",313.15,0.2803349159134869
"[859, 981]","[0.7, 0.3]",298.15,0.1647302383226815
"[76, 914]","[0.68, 0.32]",303.15,-0.0309625891562757
"[135, 998]","[0.9, 0.1]",305.65,-0.272547533243275
"[3, 712]","[0.2, 0.8]",303.15,0.6028861382335963
[672],[1.0],312.15,0.3550425896186183
"[765, 1397]","[0.3, 0.7]",303.15,0.9853965155160046
"[3, 1291]","[0.5, 0.5]",298.15,0.2392718150376607
"[890, 765, 961]","[0.2845, 0.5032, 0.2123]",303.15,0.2213881533063446
"[273, 365]","[0.1, 0.9]",308.15,1.1646303282611874
"[290, 474]","[0.7, 0.3]",308.15,-0.4843697398022218
"[219, 510]","[0.1, 0.9]",308.15,0.0711203279141749
"[508, 920]","[0.3, 0.7]",308.15,-0.3039305375356603
"[75, 851]","[0.2, 0.8]",313.15,0.0459290247030948
"[914, 960]","[0.6, 0.4]",309.567,0.5114606915933445
"[458, 918]","[0.2, 0.8]",307.35,-0.2756085574017434
"[219, 890]","[0.1, 0.9]",298.15,-0.3184007138494226
"[850, 1071]","[0.8, 0.2]",298.15,-0.1302153124606084
"[1390, 721]","[0.7036, 0.2964]",293.15,0.7249309141923979
"[594, 667]","[0.5, 0.5]",298.15,0.152214299402283
"[219, 330]","[0.2, 0.8]",323.15,-0.1648473160990501
"[578, 928, 721]","[0.4178, 0.4482, 0.134]",333.15,-0.4778166823813137
"[340, 981]","[0.48, 0.52]",303.15,-0.2114284667353989
[1314],[1.0],298.0,-0.0926301634161262
"[618, 659, 1401, 678]","[0.11, 0.1024, 0.3895, 0.3981]",313.15,0.1232307766985103
"[458, 1225]","[0.5, 0.5]",298.15,-0.2650924512078208
"[275, 944]","[0.7, 0.3]",305.65,-0.2843657160589252
"[689, 695]","[0.2, 0.8]",305.65,0.8801300083382708
[101],[1.0],298.0,-0.3443066228615108
"[330, 1324]","[0.9, 0.1]",306.483,0.3828980265027675
"[928, 960]","[0.3, 0.7]",305.65,0.1635835636898555
"[928, 981]","[0.51, 0.49]",304.95,-0.2551561910979338
[878],[1.0],313.15,0.3440786486850128
"[355, 1011]","[0.7, 0.3]",305.65,0.8851576566147806
[793],[1.0],300.65,0.4990594377932655
"[441, 944]","[0.05, 0.95]",313.15,-0.2067373472965999
"[645, 979]","[0.5, 0.5]",301.9,0.0317844221295386
"[645, 1030]","[0.1, 0.9]",300.65,0.1947290109072705
"[933, 960]","[0.4, 0.6]",298.15,0.2834941383227901
"[645, 857]","[0.8, 0.2]",303.15,-0.1154904440697801
"[890, 974]","[0.7, 0.3]",304.4,0.1942716809447347
"[513, 981]","[0.05, 0.95]",313.15,-0.300226416927148
"[890, 765, 961]","[0.008700000000000041, 0.0154, 0.9759]",303.15,0.0234582376436752
"[959, 966]","[0.8, 0.2]",313.15,0.5115059720663945
"[667, 894]","[0.95, 0.05]",298.15,0.1003064717114659
"[1225, 933]","[0.7, 0.3]",298.15,-0.2052607650974232
"[712, 935]","[0.7, 0.3]",298.15,0.6010449651983295
"[71, 944, 645]","[0.1132, 0.1181, 0.7687]",308.15,-0.1183300923279386
[868],[1.0],308.0,-0.0074464821678643
"[70, 71, 944]","[0.464, 0.4587, 0.0773]",308.15,0.0223871256864381
"[79, 659]","[0.7, 0.3]",308.15,0.2011639326142442
"[944, 920, 870, 721]","[0.1157, 0.1128, 0.1168, 0.6547]",308.15,0.1955675806597276
"[578, 759]","[0.3, 0.7]",308.15,-0.1126080351024586
"[330, 916]","[0.8, 0.2]",298.15,0.1526114340319166
"[898, 981]","[0.14, 0.86]",303.15,-0.2844553205820466
"[599, 804]","[0.7, 0.3]",298.15,-0.3121895482393029
"[882, 1038]","[0.7, 0.3]",323.15,0.5752735785025211
"[413, 850]","[0.2, 0.8]",295.65,-0.1167775142920756
"[135, 804]","[0.15, 0.85]",313.15,-0.0053477203323317
[357],[1.0],298.0,0.953527577291037
"[528, 890]","[0.8, 0.2]",298.15,0.5860858538137574
"[333, 804]","[0.12, 0.88]",298.15,0.285332604442212
"[814, 981]","[0.54, 0.46]",303.15,-0.2895131246487931
"[872, 961]","[0.2, 0.8]",303.15,0.305965537634128
"[689, 914]","[0.3, 0.7]",313.0,0.4113853471927311
"[75, 928]","[0.8, 0.2]",309.817,-0.358102598814269
"[599, 667]","[0.6, 0.4]",298.15,-0.1647349574734866
[1342],[1.0],310.65,0.4117558587015186
"[897, 979]","[0.7, 0.3]",303.15,-0.1873177960805944
"[86, 901]","[0.3, 0.7]",308.15,-0.071857215175002
"[765, 950]","[0.39, 0.61]",313.15,0.3859852781469418
"[458, 937]","[0.2, 0.8]",308.15,-0.2521261972984485
"[1391, 1392]","[0.285, 0.715]",318.25,0.3833266157942628
"[81, 974]","[0.7, 0.3]",308.15,0.0836377279083699
"[799, 815]","[0.5, 0.5]",308.15,-0.2071952319150331
"[889, 977]","[0.2, 0.8]",308.0,0.5033826260128355
"[1390, 721]","[0.0989, 0.9011]",303.15,0.5769169559652071
"[848, 1037, 961]","[0.13634711102029667, 0.02036661551771105, 0.8432862734619923]",313.15,0.6564671479725912
[330],[1.0],313.15,0.1238516409670858
"[679, 1400, 578]","[0.1379, 0.6508, 0.21129999999999993]",298.15,0.087752996137728
"[754, 765]","[0.17, 0.83]",305.65,0.141757848748546
"[331, 472]","[0.2, 0.8]",303.15,-0.4423022637537544
"[676, 895]","[0.14, 0.86]",298.15,0.2323176857084378
"[95, 852]","[0.7, 0.3]",308.15,0.5144632483442001
"[252, 474]","[0.2, 0.8]",305.65,0.1303733024304883
"[71, 870]","[0.4, 0.6]",313.15,-0.1572162185544282
"[863, 977]","[0.8, 0.2]",310.65,0.3674466382274341
[862],[1.0],308.0,-0.3872137147583716
"[741, 819]","[0.48, 0.52]",298.15,0.4131468182510419
"[219, 916]","[0.2, 0.8]",308.15,-0.2987417807790519
"[645, 910]","[0.1, 0.9]",298.15,-0.0274497132167187
"[513, 933]","[0.59, 0.41]",313.15,-0.2109386678791716
"[781, 1379]","[0.7, 0.3]",298.2,-0.3760332880499609
"[555, 890]","[0.9, 0.1]",298.15,0.5760501759964115
"[9, 777]","[0.75, 0.25]",303.15,-0.1986155705203699
"[902, 981]","[0.5, 0.5]",298.15,-0.3208199082006691
"[933, 1355]","[0.08, 0.92]",298.15,0.0033331090215414
"[745, 938]","[0.7, 0.3]",303.15,-0.1142540988403952
"[890, 804, 961]","[0.0562, 0.0295, 0.9143]",303.15,0.1292004230478884
"[765, 777]","[0.2, 0.8]",306.483,-0.1422993099072369
"[870, 981]","[0.27, 0.73]",308.15,-0.2756460754421727
"[850, 981]","[0.21, 0.79]",305.65,-0.2396903527936993
"[689, 756]","[0.4, 0.6]",308.15,0.2967029671240568
"[594, 950]","[0.4, 0.6]",310.65,0.4447048387319462
"[857, 918]","[0.3, 0.7]",303.15,-0.15656265116436
"[790, 804]","[0.3, 0.7]",298.15,0.2644427877866195
"[78, 79]","[0.589, 0.411]",308.15,0.2805384386097582
[717],[1.0],298.0,0.2810982599402509
"[247, 842]","[0.7, 0.3]",313.15,0.2284543679441938
"[417, 950]","[0.1, 0.9]",310.65,0.3912429172886142
"[745, 938]","[0.9, 0.1]",303.15,-0.119479733303256
"[895, 70, 741]","[0.3691, 0.389, 0.2419]",303.15,0.051769746899332
"[95, 765]","[0.9, 0.1]",308.15,0.5896741005370292
"[599, 645, 1401, 679]","[0.2919, 0.2021, 0.2023, 0.30369999999999997]",308.15,0.0462609801921219
"[756, 933]","[0.3, 0.7]",300.65,-0.1244232500869613
"[474, 901]","[0.1, 0.9]",304.817,0.128069840815842
"[312, 474]","[0.21, 0.79]",305.65,0.0578105360104015
"[578, 919]","[0.13, 0.87]",298.15,-0.1542438657243918
"[348, 898]","[0.1, 0.9]",303.15,-0.4350145649751403
"[81, 879]","[0.41, 0.59]",318.15,-0.0167077094604973
"[926, 981]","[0.6, 0.4]",303.15,0.0619693913459204
"[578, 1228]","[0.8, 0.2]",308.15,-0.4464395369408837
"[197, 923]","[0.25, 0.75]",308.15,-0.3231795935810017
"[416, 712]","[0.7, 0.3]",300.65,0.0497431219508979
"[555, 872]","[0.4, 0.6]",305.65,0.1292065298616063
"[416, 635]","[0.34, 0.66]",293.15,-0.1513882591010287
"[474, 667]","[0.8, 0.2]",298.15,0.2534496122693332
"[933, 578, 981]","[0.3833, 0.2487, 0.368]",298.15,-0.2753166583955586
"[928, 1229]","[0.7, 0.3]",303.15,-0.2415791329282636
"[765, 981]","[0.4, 0.6]",308.12,-0.1466675733757384
"[884, 935]","[0.2, 0.8]",323.15,0.2320330067065527
[232],[1.0],305.65,-0.0666051046195174
"[850, 954]","[0.9, 0.1]",309.817,0.1987903279161641
[1128],[1.0],298.0,0.4505686700804896
"[555, 950]","[0.3, 0.7]",310.65,0.4056727093335782
"[928, 981]","[0.53, 0.47]",323.15,-0.3792662922284955
"[741, 1032, 872]","[0.5003, 0.39960000000000007, 0.1001]",313.15,0.0930362529451631
"[330, 536]","[0.71, 0.29]",298.15,-0.1138372921193143
"[492, 882]","[0.33, 0.67]",308.15,0.5383689440143238
"[514, 850]","[0.7, 0.3]",305.5,0.6828753827858115
"[890, 905]","[0.35, 0.65]",295.65,0.2348709928403233
[585],[1.0],298.0,1.15
"[701, 862]","[0.2, 0.8]",303.15,-0.2161683881731126
"[951, 972]","[0.7, 0.3]",305.65,0.8537420902886436
"[3, 890]","[0.6, 0.4]",318.0,0.0667968926360657
"[855, 81, 578]","[0.4548, 0.472, 0.07320000000000004]",318.15,-0.0585879596264503
"[392, 970]","[0.3, 0.7]",318.15,2.0917618941901304
"[348, 920]","[0.7, 0.3]",303.15,-0.1445026691094732
"[213, 741]","[0.4, 0.6]",303.15,0.0683695379211501
"[765, 966]","[0.7, 0.3]",308.15,0.1652969420152444
"[928, 934]","[0.4, 0.6]",300.65,-0.164625971477578
"[330, 952]","[0.94, 0.06]",303.15,0.2497420972516659
"[81, 759]","[0.6, 0.4]",308.15,-0.0296750989120134
"[643, 850]","[0.7, 0.3]",308.15,0.0559138546883545
"[331, 850, 416]","[0.1, 0.15, 0.75]",298.15,-0.2182446253475311
"[928, 1006]","[0.2, 0.8]",303.15,0.0901023998610695
"[273, 967]","[0.3, 0.7]",298.15,0.0533105733194223
"[788, 1038]","[0.6, 0.4]",323.15,0.849977063628691
"[902, 928]","[0.2, 0.8]",298.15,-0.2925357660068516
[86],[1.0],303.15,-0.2708110250601201
"[888, 880, 961]","[0.15701101237206985, 0.02474214740530834, 0.8182468402226218]",298.15,0.9281810590059746
"[501, 672]","[0.9, 0.1]",310.65,-0.0877077675168641
"[420, 914]","[0.74, 0.26]",303.15,-0.2334829371414609
"[599, 928]","[0.3, 0.7]",310.65,-0.3932176476506116
"[910, 928]","[0.2, 0.8]",298.15,-0.2048834136060467
"[895, 70, 721]","[0.3691, 0.389, 0.2419]",308.15,0.0044933375472743
"[70, 71, 944, 645]","[0.462, 0.162, 0.3384, 0.0375]",308.15,-0.1303576553484052
"[536, 618]","[0.9, 0.1]",298.05,-0.6086476062994469
"[676, 759]","[0.4, 0.6]",303.15,0.1425003980535126
"[769, 972]","[0.8, 0.2]",308.15,0.5733328820121029
"[1228, 984]","[0.6, 0.4]",313.15,0.15574349283043
"[236, 981]","[0.8, 0.2]",308.15,-0.3558547503997599
"[437, 857]","[0.9, 0.1]",308.15,-0.3582187105517991
"[64, 920]","[0.3, 0.7]",305.65,-0.081037081832918
[890],[1.0],312.502,-0.3414191536418025
